".smooth",".type",".by",".estimate",".se","nitrogen","phosphorus","nymph_density_total_count","longitude","latitude","ecoregion"
"s(phosphorus)","TPRS",NA,-0.12548848967813,0.0388571834131992,NA,0.100560318326985,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.132373386295995,0.039144926735589,NA,0.102350191295245,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.139237238367256,0.0394713998975006,NA,0.104140064263506,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.146086264933675,0.039838888274384,NA,0.105929937231767,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.152935255412873,0.0402430869056476,NA,0.107719810200028,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.159806577556235,0.0406766279074124,NA,0.109509683168289,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.166728643236817,0.0411339213282422,NA,0.11129955613655,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.17373339500042,0.0416138739920723,NA,0.11308942910481,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.180853047030036,0.0421200082784787,NA,0.114879302073071,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.188117694000619,0.042659865834991,NA,0.116669175041332,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.195553274492873,0.0432422216912508,NA,0.118459048009593,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.203179325480619,0.0438738433375879,NA,0.120248920977854,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.2110071379143,0.0445566770078438,NA,0.122038793946115,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.219040123135462,0.0452855490383333,NA,0.123828666914376,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.227274560722799,0.0460482376280567,NA,0.125618539882636,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.235700158398733,0.0468279967690127,NA,0.127408412850897,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.244299849569442,0.0476084880680848,NA,0.129198285819158,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.253051972139364,0.048376681559059,NA,0.130988158787419,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.261931924867497,0.0491253995814777,NA,0.13277803175568,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.270912932389326,0.0498561257936453,NA,0.134567904723941,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.279966867480689,0.0505806045721969,NA,0.136357777692202,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.289065248009622,0.0513211939957252,NA,0.138147650660462,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.29817991887916,0.052106535782739,NA,0.139937523628723,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.307283800623118,0.0529658325329786,NA,0.141727396596984,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.31635275570419,0.0539270315262837,NA,0.143517269565245,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.325366300990685,0.055012169288108,NA,0.145307142533506,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.334305406536531,0.0562311813327262,NA,0.147097015501767,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.343154067277315,0.0575813709303917,NA,0.148886888470027,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.351900000817979,0.0590486858269833,NA,0.150676761438288,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.360535130780989,0.0606106273999535,NA,0.152466634406549,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.369054158936144,0.0622384863477908,NA,0.15425650737481,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.377454201296289,0.0639006344730405,NA,0.156046380343071,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.385735532854149,0.0655673922085922,NA,0.157836253311332,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.393900353137702,0.0672123674588832,NA,0.159626126279592,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.401951976408128,0.0688131836564564,NA,0.161415999247853,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.409895830095178,0.0703559794834687,NA,0.163205872216114,NA,NA,NA,NA
